#{"t_start": 1585778056.4031236, "env_id": "CarlaGymEnv-v95"}
r,l,t,max index
33.965085,38,2.921079,2
16.059064,22,3.827236,4
21.568278,29,5.028167,5
13.240369,18,5.768339,5
9.689895,13,6.304123,5
11.320872,16,7.042538,5
15.298496,20,7.596112,5
9.718759,17,8.30006,5
23.88227,32,9.622087,7
14.681781,19,10.412179,7
22.156271,30,11.650133,7
12.141075,19,12.444129,7
19.053985,25,13.481074,7
15.216993,20,14.306009,7
9.262496,13,14.841102,7
17.231793,22,15.748126,7
11.72935,16,16.411002,7
7.812699,11,16.86324,7
23.455473,35,18.315164,7
8.780438,15,18.934136,7
15.425366,21,19.801047,7
14.945987,19,20.586136,7
16.126418,23,21.535082,7
18.305458,26,22.619584,7
10.531186,14,23.193311,7
17.800114,23,24.140093,7
20.207413,28,25.297162,7
4.107356,7,25.586178,7
15.860576,23,26.535162,7
17.687151,25,27.566186,7
15.567846,23,28.517069,7
4.298416,7,28.807171,7
17.35084,22,29.711134,7
18.376247,23,30.658452,7
15.968825,20,31.485009,7
13.839977,20,32.312272,7
18.790987,24,33.320024,7
2.502773,5,33.525094,7
17.886803,25,34.553032,7
12.317662,19,35.33302,7
14.870956,22,36.23806,7
13.84687,20,37.06309,7
14.121057,23,38.01407,7
11.555548,16,38.678122,7
11.216332,17,39.379188,7
19.626111,25,40.409109,7
7.143792,10,40.82013,7
12.053341,16,41.479166,7
14.235966,21,42.347175,7
15.507228,22,43.258265,7
4.158934,7,43.552183,7
22.953539,32,44.878087,7
10.91256,16,45.539051,7
19.456032,28,46.697032,7
14.72818,22,47.60423,7
13.182588,21,48.4681,7
12.656409,17,49.176128,7
15.289183,22,50.089232,7
13.762572,19,50.877238,7
8.100717,12,51.369311,7
9.178069,15,51.988027,7
22.568146,28,53.1435,7
7.620259,13,53.678111,7
22.134195,30,54.925247,7
9.776259,13,55.467217,7
12.599251,17,56.168068,7
14.281908,19,56.955032,7
10.369636,16,57.615134,7
16.700299,24,58.605402,7
4.473502,7,58.894019,7
21.140118,31,60.185429,7
10.95287,18,60.929159,7
11.355846,18,61.675113,7
18.986321,24,62.661398,7
14.73683,22,63.568006,7
3.385251,6,63.81506,7
27.306511,34,65.223096,11
23.293193,31,66.499094,11
17.915873,26,67.579159,11
11.537391,16,68.239012,11
20.778697,28,69.395097,11
9.603353,13,69.930209,11
17.803746,25,70.96922,11
20.182399,28,72.124146,11
22.403474,30,73.362015,11
19.854056,26,74.434498,11
13.181764,22,75.348118,11
17.533468,23,76.29212,11
20.614473,27,77.407123,11
6.561976,10,77.818065,11
10.274361,15,78.438171,11
17.532439,26,79.511015,11
12.574347,20,80.334998,11
16.799066,25,81.379337,11
20.853215,28,82.534163,11
10.287438,17,83.23413,11
20.386275,28,84.389061,11
19.943904,28,85.544039,11
19.925517,30,86.790451,11
25.201331,36,88.27104,11
15.666752,23,89.219015,11
11.865192,16,89.877222,11
25.331293,34,91.287413,11
5.325576,8,91.617304,11
14.467411,21,92.484509,11
20.463382,26,93.546062,11
9.191122,13,94.083084,11
17.568459,24,95.075151,11
10.261493,15,95.694091,11
13.431418,17,96.398733,11
11.885484,18,97.138045,11
15.317056,23,98.08819,11
20.162148,29,99.284164,11
12.207583,16,99.945165,11
13.978984,19,100.73142,11
15.447635,21,101.596026,11
8.955602,15,102.229408,11
18.755187,25,103.255176,11
13.303097,20,104.07615,11
16.252626,21,104.943226,11
9.026599,13,105.484191,11
22.130275,30,106.718291,11
15.35636,20,107.553457,11
