#{"t_start": 1585371358.8762639, "env_id": "CarlaGymEnv-v95"}
r,l,t,max index
45.675673,66,4.887364,19
13.798546,25,6.027271,19
16.353043,29,7.319349,19
17.378148,31,8.739325,19
19.428907,31,10.127276,19
16.369397,28,11.196417,19
14.076641,27,12.103259,19
19.57167,31,13.487254,19
18.300095,35,15.191317,19
12.571646,24,16.247305,19
19.109363,36,17.835374,19
15.058497,27,19.023325,19
17.788878,31,20.527482,19
10.0297,21,21.483548,19
12.167327,23,22.520348,19
11.382848,23,23.56433,19
11.781897,23,24.755877,19
12.520771,26,25.903934,19
10.630737,22,26.883953,19
9.568203,20,27.772573,19
8.870714,19,28.612136,19
9.416435,20,29.647682,19
10.543032,21,30.611665,19
9.197267,20,31.501451,19
9.319651,20,32.384029,19
9.147704,20,33.272081,19
9.505175,20,34.319054,19
12.941293,24,35.381712,19
9.262334,19,36.215675,19
9.488206,20,37.10185,19
10.206205,20,38.125909,19
10.582774,21,39.061438,19
13.141553,25,40.176182,19
12.785597,24,41.259722,19
15.031615,28,42.512961,19
14.418582,27,43.856946,19
30.820929,46,45.892703,19
18.380795,33,47.341352,19
24.949108,43,48.831939,19
16.924548,30,50.159482,19
17.776189,31,51.414079,19
10.209408,21,52.107647,19
9.833416,20,53.013236,19
9.112984,20,53.90384,19
11.093192,22,54.893626,19
9.834498,21,55.975705,19
8.834208,19,56.82774,19
8.92343,19,57.675779,19
8.871895,19,58.526962,19
8.752124,19,59.363751,19
9.652087,20,60.38391,19
8.953987,20,61.276017,19
9.768344,20,62.173668,19
8.736331,20,63.051618,19
9.110621,20,63.93181,19
9.330716,20,64.987842,19
9.411459,20,65.891718,19
8.99454,20,66.783974,19
9.485669,21,67.722986,19
8.981308,20,68.61979,19
9.502044,20,69.646019,19
11.209991,22,70.631422,19
9.96958,20,71.563278,19
9.315827,20,72.464794,19
9.73065,20,73.36026,19
9.072963,20,74.391533,19
11.172552,22,75.365606,19
10.190266,20,76.261538,19
11.432427,22,77.235583,19
9.242947,19,78.097857,19
11.044174,21,78.589693,19
10.056012,20,79.46927,19
9.40572,20,80.359462,19
9.226989,19,81.196037,19
9.826237,20,82.088059,19
9.783479,20,82.571405,19
9.472766,20,83.430993,19
9.33219,21,84.38411,19
9.364202,21,85.347598,19
9.211509,20,86.238045,19
9.206216,20,86.711597,19
9.047634,20,87.599557,19
9.615332,21,88.527656,19
9.090843,20,89.419437,19
9.33174,21,90.359343,19
8.977032,20,91.391348,19
9.297161,21,92.323415,19
8.868092,20,93.215517,19
9.304706,20,94.119425,19
9.164556,20,95.152211,19
9.361923,21,96.095334,19
9.226639,20,96.975421,19
9.277802,20,97.879412,19
9.08037,20,98.767145,19
9.567616,21,99.823519,19
9.007725,20,100.715672,19
9.680045,20,101.620266,19
9.026441,20,102.51943,19
9.653926,21,103.453825,19
9.062964,20,104.41006,19
9.529613,21,104.871017,19
9.108019,20,105.786394,19
9.667303,21,106.73056,19
8.951509,20,107.633793,19
9.927238,20,108.512749,19
8.993416,20,108.985784,19
9.506974,21,109.933769,19
9.290345,20,110.834986,19
9.340589,21,111.755284,19
8.923679,20,112.8113,19
9.303343,21,113.746159,19
8.870184,20,114.643065,19
9.319735,20,115.527683,19
9.065411,20,116.419479,19
9.881004,21,117.218323,19
8.908891,20,117.898929,19
9.319275,21,118.841708,19
8.917637,20,119.726725,19
9.462487,20,120.609848,19
9.033955,20,121.309246,19
9.65037,20,121.955431,19
9.086103,20,122.837843,19
9.680254,21,123.763376,19
9.287423,20,124.649798,19
9.844926,21,125.707526,19
8.946472,20,126.592006,19
9.613536,21,127.53536,19
9.147539,20,128.449847,19
9.608202,21,129.395403,19
8.83445,20,130.439475,19
9.21066,20,131.343268,19
9.002094,20,132.259283,19
9.701919,21,133.209747,19
8.935341,20,134.119481,19
9.504794,20,135.15556,19
9.012364,20,136.049738,19
9.43539,20,136.931744,19
9.282091,21,137.871258,19
9.361045,20,138.763399,19
9.311212,20,139.807366,19
9.932709,21,140.73555,19
9.16644,20,141.649729,19
9.548815,21,142.599365,19
9.070467,20,143.487369,19
9.356739,21,144.583664,19
30.174917,42,146.479538,19
26.991227,44,148.607273,19
10.052208,20,149.491355,19
10.07732,21,150.423419,19
10.412241,21,151.354509,19
9.203976,20,152.231445,19
11.387698,22,153.355282,19
16.905684,29,154.675358,19
32.163519,50,156.919424,19
12.743404,24,158.131501,19
30.182445,52,160.499518,19
19.61131,32,161.927718,19
16.940063,31,162.871661,19
14.678219,27,164.074434,19
16.685146,31,165.463779,19
17.684242,29,166.907429,19
20.970556,36,168.527349,19
12.644533,24,169.608809,19
12.010583,23,170.655327,19
12.975059,26,171.983378,19
31.886517,45,174.043381,19
16.297119,28,175.303331,19
16.943157,31,176.211677,19
13.049337,25,177.349783,19
14.298476,25,178.479368,19
13.472386,26,179.787294,19
16.609381,30,181.127531,19
19.926271,33,182.609653,19
14.824366,27,183.813713,19
26.752147,44,185.95138,19
9.791479,21,186.903388,19
10.4527,21,187.861694,19
15.61339,28,189.227385,19
18.156395,31,190.623375,19
12.198248,22,191.610473,19
14.146139,26,192.767431,19
18.644954,32,194.363342,19
14.972745,26,195.531411,19
15.449887,29,196.819348,19
20.659911,32,198.383436,19
11.463074,22,199.386372,19
12.068239,23,200.419449,19
14.536658,27,201.607346,19
9.316918,20,202.489807,19
9.532532,20,203.523588,19
10.826382,21,204.47946,19
11.870479,22,205.460854,19
16.537521,35,207.039445,19
29.824388,43,209.079406,19
12.909604,25,210.209735,19
14.078093,26,211.387396,19
15.687424,28,212.815416,19
19.596556,34,214.345819,19
21.494409,33,215.817724,19
15.845224,30,217.27458,19
10.198682,21,218.219428,19
12.151385,23,219.235365,19
14.727109,27,220.439576,19
10.867918,21,221.31667,19
16.334727,29,222.25546,19
14.323207,25,223.362252,19
56.42637,92,227.063392,45
29.869799,45,229.059045,45
13.153401,25,230.303417,45
18.708578,32,231.730633,45
14.359169,25,232.83577,45
17.255285,31,234.345766,45
13.712336,26,235.495486,45
15.55414,27,236.683381,45
16.656925,30,238.009785,45
14.873049,27,238.769725,45
22.044498,41,240.607711,45
24.80464,41,242.591448,45
13.344064,25,243.729787,45
14.096425,27,244.927374,45
13.554836,25,246.043417,45
17.780179,33,247.675275,45
34.62655,48,249.835405,45
17.147109,30,251.199389,45
19.162571,37,253.023396,45
25.783598,48,255.183423,45
30.951117,45,257.343278,45
16.247486,28,258.583368,45
17.213404,29,259.88578,45
12.319338,23,261.052566,45
14.8069,28,262.299357,45
18.172443,32,263.723372,45
19.754458,31,265.107442,45
43.678903,77,268.746426,45
18.830009,33,270.387323,45
17.596718,30,271.71409,45
31.509786,51,274.015375,45
20.812052,34,275.695137,45
18.578766,29,277.011476,45
19.506146,34,278.534657,45
13.254317,26,279.675243,45
13.404735,25,280.466737,45
27.133139,40,282.252372,45
21.636796,39,284.139398,45
27.923138,46,286.211325,45
20.587965,34,287.754414,45
16.035967,28,289.129452,45
21.050531,35,290.690514,45
14.186102,25,291.809865,45
16.239279,30,293.283443,45
13.541,26,294.44742,45
22.609258,33,295.899316,45
18.370221,32,297.32334,45
15.230587,27,298.687425,45
16.420441,29,299.983442,45
15.269162,27,301.187431,45
16.984396,29,302.655681,45
17.004091,29,303.957906,45
16.593397,28,305.219416,45
28.568604,42,307.247344,45
19.999315,33,308.711429,45
18.663487,31,310.119344,45
11.547886,22,311.11499,45
13.77562,25,312.355361,45
15.136466,26,313.535397,45
21.723367,32,314.979748,45
22.082915,34,316.66736,45
23.808623,40,318.439506,45
14.812453,26,319.593921,45
16.001048,28,320.951369,45
12.533241,23,321.987527,45
13.269752,25,323.099415,45
14.902585,26,324.274951,45
24.313377,37,326.091321,45
33.423488,59,328.751443,45
47.789428,65,331.795454,45
36.029044,59,334.524294,45
22.634282,40,336.325779,45
12.51967,24,337.387405,45
11.0074,22,338.397738,45
11.269518,22,339.531462,45
20.104918,35,341.093708,45
13.406515,24,342.175384,45
18.122811,32,343.597718,45
17.862525,33,345.219451,45
14.33853,26,346.373793,45
13.7208,24,347.431334,45
19.384694,33,349.069792,45
25.347281,40,350.86337,45
23.855349,35,352.445681,45
12.069782,23,353.611484,45
17.003379,45,355.607385,45
27.892308,54,358.143306,45
15.807378,28,359.387345,45
15.75325,28,360.631352,45
18.396126,30,361.979371,45
17.031582,29,363.407351,45
14.561978,26,364.571403,45
17.644511,30,365.935335,45
25.614659,38,367.802431,45
21.490681,40,369.59145,45
13.565348,25,370.691293,45
10.525642,21,371.787704,45
22.824131,35,373.363431,45
12.962967,24,374.43142,45
21.762504,35,376.12889,45
15.883908,28,376.803287,45
19.563668,31,378.215458,45
24.815403,39,379.983684,45
30.818986,45,382.119419,45
15.187398,27,383.321736,45
22.966749,35,385.059311,45
11.653284,22,386.055369,45
16.310384,30,387.403342,45
22.364851,34,388.97376,45
29.877803,52,391.471358,45
13.139234,25,392.60343,45
17.637864,33,394.22343,45
15.817157,28,395.499369,45
15.125108,27,396.713757,45
20.64207,34,398.251319,45
16.86354,29,399.683319,45
23.64144,35,401.266915,45
16.495609,28,402.541734,45
35.396512,50,404.8754,45
29.067177,42,406.763298,45
18.607484,32,408.327732,45
20.619881,33,409.827365,45
12.17878,23,410.855457,45
19.886417,33,412.33936,45
28.835673,48,414.643065,45
13.321153,25,415.771397,45
24.362597,37,417.555066,45
27.883185,43,419.487626,45
26.003079,44,421.447378,45
16.219161,28,422.839358,45
17.643199,31,424.230668,45
23.162204,41,426.051363,45
13.923106,27,427.401746,45
27.81392,41,429.258388,45
16.56188,29,430.569745,45
14.5837,26,431.861686,45
23.096911,39,433.615383,45
26.756157,42,435.491374,45
26.284514,41,437.503355,45
15.567122,28,438.747366,45
27.91037,43,440.803381,45
14.751772,27,442.029749,45
17.723267,32,443.459357,45
30.035754,44,445.579425,45
14.970757,27,446.781724,45
