#{"t_start": 1585717496.8675437, "env_id": "CarlaGymEnv-v1"}
r,l,t,max index
33.941637,38,3.501406,2
17.946349,26,4.569118,5
11.960159,18,5.308119,5
20.238535,26,6.375335,5
17.444987,26,7.44423,6
16.925319,22,8.347025,6
4.778345,9,8.718496,6
27.533473,42,10.449823,11
6.981665,10,10.865651,11
20.700168,28,12.021714,11
9.92807,14,12.603402,11
17.58001,24,13.593259,11
9.970011,13,14.130138,11
16.786487,21,14.994632,11
7.052505,11,15.448763,11
10.143007,13,15.988678,11
14.293185,19,16.775558,11
7.086393,10,17.188565,11
21.246396,29,18.392782,11
15.111957,22,19.301928,11
24.74542,37,20.83692,11
12.487891,21,21.707634,11
3.479388,6,21.954531,11
17.405118,26,23.031187,11
15.664008,20,23.859078,11
12.989477,19,24.645078,11
19.227983,24,25.636369,11
17.706151,23,26.594204,11
12.95637,19,27.380178,11
16.118221,23,28.333872,11
15.443129,20,29.161143,11
12.675512,18,29.908286,11
12.241499,19,30.694319,11
11.111027,14,31.273699,11
17.257527,26,32.347661,11
16.07009,23,33.293256,11
12.936111,17,33.991822,11
32.253464,42,35.72465,12
14.690692,19,36.512716,12
12.09111,17,37.217904,12
12.420102,17,37.922125,12
21.897423,33,39.293725,12
18.036229,26,40.37366,12
10.694646,15,40.996685,12
17.250482,25,42.032591,12
11.224677,17,42.744064,12
11.471572,15,43.363825,12
10.555529,15,43.980029,12
13.615373,21,45.268867,12
7.810774,11,45.625551,12
16.138527,23,46.576577,12
6.176379,9,46.947022,12
25.895163,34,48.34934,12
10.684802,14,48.923373,12
13.594432,17,49.62519,12
13.382124,19,50.407238,12
4.688529,8,50.735639,12
13.607976,17,51.435317,12
17.538501,23,52.382328,12
15.495529,23,53.335514,12
14.079887,19,54.116867,12
20.620434,31,55.398329,12
11.567765,15,56.016815,12
13.09378,18,56.763033,12
16.489445,23,57.709159,12
12.530817,16,58.366712,12
9.72379,14,58.942771,12
13.470757,20,59.768964,12
7.389649,14,60.345936,12
18.443684,27,61.459218,12
13.650928,20,62.289461,12
19.950449,28,63.447145,12
18.132782,23,64.400317,12
14.039503,21,65.264853,12
22.572075,34,66.674417,12
9.930253,14,67.250815,12
10.070759,14,67.829735,12
15.995906,21,68.695373,12
8.170913,11,69.152135,12
17.614802,25,70.188579,12
15.063447,20,71.014172,12
19.504184,30,72.255257,12
15.772264,22,73.164167,12
9.630929,14,73.742257,12
26.982621,34,75.147961,12
10.408906,15,75.7678,12
14.232896,22,76.685429,12
16.765845,22,77.595159,12
19.108119,25,78.630858,12
9.914142,16,79.29325,12
14.768784,23,80.241166,12
9.285955,14,80.820343,12
25.147151,34,82.227252,12
21.371934,32,83.552291,12
8.761215,15,84.17834,12
13.701162,22,85.080235,12
11.717138,16,85.742995,12
7.193299,10,86.155923,12
21.117151,28,87.365677,12
14.86215,19,88.14935,12
22.09075,27,89.260034,12
28.213846,40,90.903306,12
9.510744,16,91.563118,12
25.01494,34,92.964087,12
11.130208,16,93.62396,12
23.575058,32,94.943063,12
21.683775,31,96.221556,12
18.585668,27,97.339049,12
9.592697,13,97.874391,12
19.082469,27,98.990734,12
20.285079,27,100.10342,12
17.326058,23,101.057061,12
8.317416,11,101.512256,12
20.046625,26,102.584439,12
12.66403,17,103.293315,12
21.774773,28,104.45059,12
36.377862,49,106.477277,15
4.159751,7,106.767421,15
28.298888,34,108.175831,15
19.071415,26,109.244018,15
13.795563,20,110.083878,15
19.238419,24,111.06515,15
25.346811,36,112.552557,15
11.431935,19,113.338499,15
18.695571,24,114.330173,15
14.165238,21,115.201285,15
16.858612,21,116.083618,15
26.111696,32,117.399475,15
7.107236,10,117.813467,15
12.0629,15,118.434366,15
21.706508,28,119.592304,15
10.021637,13,120.134011,15
18.236735,23,121.085909,15
19.364562,28,122.244904,15
19.425541,27,123.352089,15
31.222295,40,125.013354,15
14.26137,20,125.83996,15
20.169594,29,127.039945,15
28.108261,35,128.487012,15
18.055726,25,129.561945,15
16.424702,23,130.511168,15
14.195694,21,131.380234,15
14.71094,19,132.16819,15
15.912877,20,133.004431,15
15.972455,22,133.914258,15
22.891027,29,135.111426,15
20.980281,29,136.316438,15
9.61556,13,136.855997,15
10.648966,15,137.480041,15
11.76705,17,138.18429,15
11.726986,15,138.805854,15
18.005501,24,139.797292,15
12.679658,17,140.499279,15
14.331553,18,141.242908,15
9.538812,14,141.824705,15
10.644744,17,142.530006,15
19.441709,28,143.692248,15
13.107895,19,144.482248,15
17.110731,23,145.435248,15
22.14425,31,146.717013,15
8.361782,11,147.1733,15
19.388107,26,148.248254,15
16.279927,21,149.119789,15
22.165227,31,150.399153,15
12.846617,17,151.098092,15
10.005409,15,151.718416,15
11.557729,15,152.334585,15
28.047057,37,153.866781,15
8.430363,12,154.363914,15
13.757386,20,155.191174,15
10.703763,17,155.893861,15
10.998517,16,156.554792,15
9.868036,16,157.217139,15
12.353674,19,158.007262,15
25.75778,34,159.415275,15
18.848463,26,160.489201,15
7.486067,11,160.942871,15
14.165867,21,161.810315,15
14.146162,22,162.720127,15
20.880139,32,164.048008,15
6.0836,9,164.422309,15
18.258357,23,165.369234,15
10.965715,17,166.075373,15
21.04054,28,167.240911,15
31.987818,42,168.98328,15
12.24056,17,169.688247,15
10.340322,13,170.228247,15
7.732918,11,170.682375,15
15.678083,20,171.512459,15
14.534302,19,172.34603,15
12.057137,17,173.048895,15
14.930001,20,173.886299,15
11.243329,15,174.505223,15
10.027184,14,175.082196,15
16.490576,22,175.988522,15
14.722489,21,176.860753,15
14.351676,22,177.766942,15
11.045738,17,178.471372,15
11.906548,16,179.133993,15
22.932561,33,180.502298,15
5.238302,8,180.833025,15
20.952267,29,182.030251,15
7.534968,11,182.487207,15
16.840683,24,183.481529,15
19.254128,27,184.59326,15
8.622243,12,185.085191,15
16.420454,23,186.031873,15
14.425316,20,186.856052,15
11.874899,16,187.516242,15
21.836778,33,188.880156,15
11.536687,16,189.539761,15
5.7775,9,189.911044,15
18.607896,24,190.901122,15
9.616626,13,191.436905,15
18.110223,26,192.512451,15
17.42549,25,193.541179,15
23.688857,31,194.82036,15
14.273802,19,195.605406,15
8.240964,14,196.185461,15
20.909905,30,197.420159,15
5.265358,9,197.792214,15
24.019412,32,199.110356,15
13.214642,18,199.856138,15
15.381488,20,200.681757,15
17.386272,22,201.589141,15
17.323355,26,202.66104,15
10.296867,13,203.195599,15
24.931869,40,204.84817,15
18.164595,24,205.83591,15
19.569924,28,206.99531,15
21.793467,29,208.204115,15
12.576424,19,208.988266,15
13.162556,18,209.739906,15
10.545892,17,210.442953,15
21.633117,29,211.644027,15
9.307337,13,212.181275,15
14.157236,18,212.923221,15
13.146213,20,213.749659,15
23.526242,30,215.02906,15
27.433746,41,216.718552,15
11.066179,15,217.335758,15
18.840686,25,218.366557,15
19.575235,26,219.442826,15
16.570132,22,220.355947,15
23.594648,31,221.634926,15
10.327216,17,222.336644,15
9.014859,13,222.872573,15
4.676914,8,223.205167,15
14.815133,19,223.988001,15
16.172225,21,224.858581,15
29.752072,39,226.468523,15
15.042914,20,227.286326,15
13.954515,18,228.031472,15
4.378945,7,228.322259,15
9.319262,12,228.818221,15
17.925469,23,229.766939,15
11.238369,18,230.509343,15
8.329281,15,231.12727,15
17.782692,24,232.118428,15
11.877603,19,232.907945,15
16.391305,21,233.774873,15
15.470184,21,234.641476,15
10.117071,14,235.218287,15
9.893484,13,235.754059,15
23.636964,31,237.031134,15
18.872406,28,238.18918,15
4.945871,8,238.518651,15
14.055067,19,239.301154,15
29.575833,40,240.953404,15
17.648685,25,241.991303,15
10.898637,15,242.611673,15
27.513266,35,244.059463,15
14.106018,20,244.883469,15
16.73738,22,245.788989,15
3.074901,6,246.035879,15
20.420382,28,247.191365,15
18.443247,29,248.390777,15
9.617539,14,248.966954,15
30.38375,41,250.656996,15
24.56343,33,252.016966,15
13.687336,18,252.76075,15
14.821072,18,253.504258,15
9.553442,14,254.08338,15
10.368213,17,254.784054,15
10.36209,15,255.401378,15
15.898383,20,256.222819,15
17.115094,21,257.128599,15
27.800959,37,258.664757,15
8.653302,15,259.283129,15
13.49453,23,260.235946,15
19.098928,26,261.307254,15
35.752818,47,263.252832,15
17.928167,24,264.244304,15
13.095744,17,264.943156,15
9.967489,14,265.521365,15
7.000288,10,265.932753,15
24.797778,34,267.342498,15
11.671339,16,267.999069,15
21.731964,29,269.193208,15
26.558571,36,270.672738,15
15.566713,24,271.661451,15
17.201879,22,272.567062,15
28.80943,38,274.13885,15
19.736491,28,275.301631,15
3.506789,6,275.549495,15
11.335083,17,276.255985,15
16.105286,23,277.21315,15
13.262567,18,277.956155,15
10.521407,15,278.572932,15
12.080618,16,279.23553,15
17.900068,27,280.353786,15
15.76345,21,281.228667,15
18.289706,24,282.222295,15
7.874224,11,282.679815,15
12.340501,16,283.338763,15
21.770097,31,284.625753,15
16.501877,24,285.621686,15
12.581616,19,286.409727,15
21.713883,29,287.615504,15
11.077476,15,288.234602,15
20.632499,27,289.355902,15
10.077965,13,289.8948,15
19.18209,25,290.929901,15
14.059066,19,291.720942,15
16.22888,23,292.67111,15
10.564297,15,293.290177,15
23.613037,33,294.653449,15
7.437973,11,295.105989,15
14.208599,19,295.890786,15
15.829606,22,296.800077,15
27.414794,38,298.368129,15
14.988559,24,299.397968,15
3.21073,6,299.645505,15
12.915531,16,300.309769,15
17.420499,24,301.301778,15
17.921143,22,302.217878,15
20.535603,25,303.25503,15
22.202861,33,304.620914,15
17.271064,23,305.573313,15
20.747942,30,306.815449,15
7.862096,11,307.272767,15
20.272768,26,308.346015,15
15.458479,22,309.258029,15
7.814037,11,309.710665,15
16.674167,25,310.745761,15
17.400861,24,311.739125,15
16.670289,24,312.732254,15
6.985942,10,313.144693,15
10.524234,14,313.724168,15
16.27591,24,314.717193,15
7.819422,11,315.172691,15
30.388543,41,316.880103,15
25.111629,34,318.284094,15
14.569539,21,319.149744,15
12.863168,17,319.852076,15
13.942926,20,320.677238,15
13.701896,17,321.380389,15
12.495638,18,322.128005,15
15.112808,22,323.03688,15
23.431822,31,324.330359,15
12.706615,16,324.997298,15
6.622387,12,325.497086,15
7.607366,12,325.995593,15
20.329294,28,327.159936,15
9.889958,14,327.743972,15
9.994341,13,328.286371,15
14.566429,21,329.158257,15
12.90078,20,329.990538,15
14.038809,18,330.734874,15
12.670377,17,331.446072,15
15.981455,21,332.313185,15
9.888705,18,333.054144,15
26.33489,34,334.456767,15
14.080933,20,335.286448,15
17.126213,23,336.237924,15
16.832256,24,337.228879,15
24.213341,37,338.761959,15
8.735534,12,339.256039,15
14.37918,20,340.086288,15
6.277889,9,340.458111,15
4.180166,7,340.746019,15
4.435677,7,341.035243,15
25.433232,34,342.508368,15
14.088413,20,343.341018,15
13.362428,17,344.05097,15
11.382924,18,344.794219,15
