#{"t_start": 1585635637.5999336, "env_id": "CarlaGymEnv-v1"}
r,l,t,max index
34.953877,53,7.529534,9
20.715156,36,9.022616,9
11.913708,23,9.97765,9
7.758186,13,10.51849,9
17.581215,28,11.675571,9
7.873312,13,12.215618,9
13.654201,25,13.251576,9
6.560149,11,13.710649,9
15.380554,23,14.667628,9
15.226989,26,15.743514,9
5.53789,11,16.198586,9
20.267423,30,17.4416,9
17.434208,33,18.812825,9
8.205267,14,19.392625,9
15.335044,24,20.383619,9
14.259234,21,21.252559,9
16.677803,25,22.28667,9
15.118305,27,23.409797,9
4.817209,9,23.778598,9
17.179276,31,25.066775,9
2.036226,6,25.314759,9
9.775574,16,25.978612,9
6.687435,11,26.43466,9
19.187813,31,27.719622,9
17.082336,26,28.795697,9
4.730846,9,29.168588,9
15.512006,26,30.240587,9
14.790825,22,31.148597,9
27.424752,41,32.843652,11
8.558465,15,33.463854,11
2.372647,6,33.712636,11
6.112599,11,34.169704,11
18.408404,32,35.494859,11
10.567029,17,36.197746,11
19.285116,33,37.564783,11
7.486995,12,38.060629,11
15.069923,21,38.930566,11
5.81589,10,39.344609,11
14.87696,24,40.339837,11
17.387401,26,41.416561,11
10.12084,18,42.163614,11
14.064303,25,43.197562,11
10.6884,17,43.904709,11
5.159484,10,44.319652,11
19.73649,32,45.641584,11
11.704744,18,46.386544,11
12.930518,22,47.294739,11
16.430444,26,48.649318,11
20.790384,30,49.821747,11
9.706512,16,50.482638,11
10.487301,16,51.145564,11
13.591708,24,52.142528,11
16.280208,32,53.469823,11
4.913608,9,53.841747,11
25.741693,40,55.49764,11
14.442099,22,56.407633,11
13.78619,22,57.321561,11
14.767762,21,58.190789,11
5.95672,11,58.644621,11
21.928937,31,59.926582,11
10.704795,18,60.67064,11
11.324955,19,61.459538,11
15.235802,22,62.372535,11
13.36449,21,63.244594,11
19.567044,29,64.446627,11
7.762571,14,65.026504,11
4.837104,9,65.399831,11
19.590485,29,66.600852,11
16.02021,24,67.595571,11
8.282112,13,68.136706,11
1.542092,5,68.34465,11
13.129666,20,69.170624,11
16.052937,27,70.285639,11
15.251122,26,71.358868,11
16.706849,24,72.34257,11
8.428036,14,72.924658,11
18.0615,30,74.166728,11
4.028382,8,74.49671,11
14.460264,22,75.408576,11
10.650275,18,76.15494,11
9.501896,15,76.774815,11
12.771172,24,77.766564,11
12.207584,20,78.586644,11
6.111507,11,79.037579,11
22.784369,41,80.72681,11
7.541449,12,81.223623,11
15.459843,22,82.136663,11
13.776848,23,83.08674,11
24.55746,35,84.535596,11
18.09957,27,85.655559,11
4.542267,9,86.02855,11
24.698431,38,87.597647,11
13.735786,21,88.469946,11
8.713284,14,89.051644,11
11.050618,20,89.881832,11
11.851945,18,90.686627,11
11.136952,18,91.434612,11
20.512441,31,92.716659,11
12.739422,25,93.753645,11
4.632136,9,94.126578,11
11.35269,18,94.874534,11
11.236164,17,95.577548,11
7.855024,15,96.198761,11
17.09018,29,97.400568,11
9.102329,15,98.021647,11
19.927217,32,99.349587,11
8.481677,14,99.923597,11
13.302936,21,100.784755,11
13.242072,21,101.645522,11
12.825952,20,102.46566,11
12.179362,20,103.28891,11
9.905023,18,104.037549,11
12.532315,19,104.823304,11
19.529163,36,106.315693,11
7.905762,13,106.855767,11
13.538621,21,107.725926,11
10.186604,16,108.386287,11
14.768181,27,109.504574,11
16.118915,24,110.501561,11
4.503399,9,110.87463,11
17.206577,30,112.119547,11
24.279448,36,113.610563,11
13.546513,26,114.683649,11
14.622715,22,115.589552,11
16.27753,28,116.748752,11
6.146355,12,117.242676,11
21.256049,31,118.525675,11
15.572805,23,119.472834,11
11.506517,23,120.419613,11
12.718612,19,121.210673,11
9.626604,17,121.913725,11
16.975675,29,123.121741,11
6.445935,11,123.578689,11
19.982519,33,124.946623,11
12.770924,20,125.780457,11
12.546968,19,126.568897,11
14.22729,23,127.523758,11
9.133682,15,128.147631,11
16.315537,29,129.345649,11
12.256432,18,130.094625,11
11.221618,18,130.840654,11
20.436052,30,132.08264,11
9.106871,16,132.743632,11
13.657304,20,133.632625,11
13.03257,20,134.462787,11
22.932154,34,135.866955,11
13.840883,23,136.817607,11
16.061989,25,137.854664,11
16.196924,24,138.847808,11
8.974694,14,139.429692,11
12.865434,22,140.335574,11
14.780664,24,141.329723,11
14.26991,21,142.20064,11
18.527544,30,143.44685,11
5.579399,10,143.860784,11
6.357168,11,144.31765,11
14.85314,23,145.271627,11
13.960688,21,146.144352,11
6.20101,11,146.602348,11
8.22441,13,147.142643,11
11.10994,18,147.890581,11
25.37969,44,149.714755,12
12.976029,20,150.538674,12
9.85136,16,151.202706,12
7.734711,14,151.77957,12
17.046354,26,152.855664,12
9.745996,19,153.642593,12
12.613926,19,154.428628,12
8.527974,14,155.009583,12
19.908896,30,156.248599,12
6.686138,12,156.743721,12
13.514807,20,157.575848,12
8.272765,13,158.115654,12
13.364646,20,158.941998,12
15.80104,30,160.183556,12
19.528941,28,161.34377,12
13.203093,24,162.338624,12
5.592514,11,162.796662,12
13.414462,21,163.663716,12
10.359677,18,164.407745,12
28.913945,44,166.22875,12
8.171773,14,166.807578,12
14.11337,21,167.675573,12
3.768241,8,168.006563,12
5.544816,10,168.420754,12
26.787503,42,170.161517,12
5.628078,11,170.614575,12
24.693546,36,172.105663,12
20.806535,30,173.349563,12
7.365419,12,173.846656,12
18.568072,28,175.00367,12
20.948894,34,176.476645,12
12.964096,19,177.261561,12
15.009367,24,178.25459,12
5.273358,10,178.667765,12
20.389086,29,179.866539,12
11.091251,17,180.570852,12
15.184318,22,181.482618,12
17.355498,27,182.600589,12
6.980479,12,183.098633,12
6.690612,11,183.552636,12
16.262281,24,184.548581,12
11.648611,20,185.37584,12
22.405204,36,186.868303,12
7.710825,13,187.403293,12
9.908247,15,188.025282,12
13.00345,20,188.849578,12
17.184672,26,189.927596,12
9.952922,16,190.590643,12
19.684232,30,191.83032,12
4.667849,9,192.199396,12
17.422839,27,193.318713,12
15.835299,25,194.351551,12
4.84085,10,194.765581,12
14.487908,23,195.716838,12
17.115664,26,196.794584,12
15.855084,25,197.826645,12
23.323742,37,199.358687,12
20.098046,32,200.68358,12
14.524232,24,201.676591,12
12.486845,20,202.502705,12
13.093506,26,203.576614,12
7.878932,13,204.114649,12
22.438991,39,205.726631,12
11.336098,18,206.471539,12
9.750604,15,207.092793,12
25.651552,39,208.710434,12
6.329146,11,209.163298,12
12.458738,20,209.990646,12
3.90318,8,210.318693,12
13.027501,23,211.268636,12
29.639479,48,213.25562,15
23.981459,38,214.828139,15
11.204727,17,215.531457,15
15.926583,27,216.652544,15
9.901082,15,217.273605,15
11.935139,22,218.24363,15
12.23288,22,219.153518,15
12.309849,21,220.020554,15
14.854217,22,220.928652,15
14.809925,24,221.922583,15
13.602481,21,222.787522,15
19.423883,32,224.110505,15
4.731022,9,224.485654,15
20.655966,34,225.896699,15
11.596916,23,226.84671,15
16.577922,27,227.966746,15
5.890481,11,228.421694,15
21.490326,33,229.789546,15
19.679241,30,231.032614,15
31.776192,47,232.983645,15
3.856819,9,233.356914,15
13.602957,20,234.18358,15
18.402471,26,235.262914,15
15.099047,27,236.379596,15
13.661864,23,237.334729,15
9.19613,15,237.952798,15
17.180072,26,239.029883,15
12.210612,22,239.945693,15
13.152382,20,240.774641,15
8.269299,13,241.312691,15
7.730791,13,241.852731,15
